coffee_id,Country_of_Origin,Altitude,Harvest_Year,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers
269,Colombia,1775.0,2014,Caturra,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,83.92,0.0,Green,0,1,0.0
98,Colombia,,2016,Caturra,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,0.0,Green,0,3,0.0
456,Colombia,1775.0,2014,Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.17,0.0,No informado,0,4,0.0
212,Colombia,,2016,Caturra,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.0,Green,0,2,0.0
815,Colombia,1775.0,Mayo a Julio,Caturra,No informado,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,82.0,0.07,No informado,0,2,0.0
672,Colombia,1775.0,2012,Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,82.5,0.11,Green,1,3,0.0
437,Colombia,1775.0,2012,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0.11,Green,0,0,0.0
300,Colombia,,2016,No informado,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,83.75,0.0,Green,1,4,0.0
514,Colombia,1775.0,2013,Caturra,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,8.25,83.0,0.11,Green,1,1,0.0
276,Colombia,,2016,Caturra,No informado,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.58,83.83,0.0,Green,1,0,2.0
198,Colombia,1775.0,2015,Caturra,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25,0.11,Green,0,3,0.0
870,Colombia,1775.0,Mayo a Julio,No informado,No informado,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,7.5,81.75,0.08,No informado,0,0,0.0
326,Colombia,1900.0,2013,Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,83.67,0.0,Green,0,1,0.0
528,Colombia,1450.0,Abril - Julio,No informado,No informado,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,7.58,83.0,0.08,No informado,0,1,0.0
305,Colombia,1775.0,2014,Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,83.75,0.0,Green,0,5,0.0
680,Colombia,1600.0,2016,Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,82.42,0.11,Green,0,1,0.0
399,Colombia,,2016,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.0,Green,1,2,0.0
147,Colombia,,2016,Caturra,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.0,Green,0,5,1.0
951,Colombia,,2016,Caturra,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10.0,10.0,10.0,7.25,81.33,0.0,No informado,0,0,0.0
493,Colombia,1775.0,Mayo a Julio,Caturra,No informado,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,8.17,83.08,0.01,No informado,0,0,0.0
1198,No informado,,No informado,No informado,No informado,6.75,6.75,6.42,6.83,7.58,7.5,10.0,10.0,10.0,7.25,79.08,0.1,No informado,0,3,0.0
398,Colombia,,2016,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33,0.0,Blue-Green,0,0,0.0
571,Colombia,1800.0,2013,Typica,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.67,82.83,0.0,Green,4,4,0.0
313,Colombia,1600.0,4T/10,No informado,No informado,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,7.75,83.75,0.06,No informado,0,1,0.0
494,Colombia,1880.0,47/2010,No informado,No informado,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,7.58,83.08,0.08,No informado,1,3,0.0
858,Colombia,1700.0,1t/2011,No informado,No informado,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.83,0.05,No informado,0,0,0.0
186,Colombia,1800.0,2013,Caturra,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,8.17,84.33,0.0,Green,0,0,0.0
397,Colombia,1650.0,2016,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.0,No informado,0,0,1.0
623,Colombia,1800.0,2012,Caturra,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,7.42,82.67,0.11,Bluish-Green,0,3,0.0
772,Colombia,1750.0,2013,Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,0.0,Bluish-Green,0,1,0.0
439,Colombia,1880.0,4t/2010,No informado,No informado,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,83.25,0.13,No informado,0,1,0.0
531,Colombia,1800.0,4t/2011,No informado,No informado,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,7.42,83.0,0.06,No informado,0,2,0.0
253,Colombia,1700.0,2013,Caturra,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,84.0,0.11,Green,0,1,0.0
1168,Colombia,1800.0,4T/10,No informado,No informado,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,6.92,79.58,0.1,No informado,0,4,0.0
229,Colombia,1750.0,2012,Caturra,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,84.17,0.0,Green,0,2,0.0
648,Colombia,1750.0,2012,Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,10.0,7.42,82.58,0.11,No informado,0,3,0.0
329,Colombia,1750.0,2012,Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,83.67,0.11,Green,0,1,0.0
524,Colombia,1750.0,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,7.5,83.0,0.11,Green,0,0,0.0
523,Colombia,1625.0,2012,Caturra,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,7.58,83.0,0.0,Green,0,4,0.0
522,Colombia,,2012,Arusha,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,7.5,83.0,0.0,No informado,1,4,0.0
632,Colombia,1800.0,4T/10,No informado,No informado,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,7.42,82.67,0.08,No informado,0,3,0.0
949,Colombia,1880.0,4T72010,No informado,No informado,7.75,7.33,7.42,7.0,7.33,7.25,10.0,10.0,10.0,7.33,81.42,0.16,No informado,0,2,0.0
366,Colombia,1750.0,2013,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5,0.0,Green,1,1,0.0
367,Colombia,1750.0,2013,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5,0.11,Green,0,2,
205,Colombia,1700.0,2013,Caturra,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.11,Green,0,2,0.0
85,Colombia,1550.0,2015,Caturra,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,0.11,Green,0,0,0.0
362,Colombia,1850.0,2014,Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5,0.11,Green,0,0,0.0
869,Colombia,1750.0,2011,Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,81.75,0.0,Green,0,1,0.0
704,Colombia,1750.0,2011,Caturra,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,82.42,0.0,Green,0,2,0.0
515,Colombia,1750.0,2013,Caturra,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,7.58,83.0,0.0,Green,0,0,0.0
777,Colombia,1800.0,4T/10,No informado,No informado,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,0.08,No informado,0,0,0.0
154,Colombia,1750.0,2012,Caturra,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,84.58,0.0,Green,0,2,0.0
470,Colombia,1750.0,2012,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,83.17,0.11,Blue-Green,0,0,0.0
724,Colombia,1750.0,2013,Caturra,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,82.33,0.0,Green,0,1,0.0
1037,Colombia,1800.0,4T/2010,No informado,No informado,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,80.83,0.01,No informado,0,1,0.0
753,Colombia,1750.0,2012,Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,0.12,Green,0,1,0.0
288,Colombia,1750.0,2013,Caturra,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,7.92,83.83,0.11,Green,0,1,0.0
308,Colombia,1750.0,2013,Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,83.75,0.11,Green,0,3,0.0
414,Colombia,1750.0,2012,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0.0,Green,0,1,0.0
156,Colombia,1800.0,2012,Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,0.11,Green,0,6,0.0
551,Colombia,1750.0,2013,Caturra,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,7.67,82.92,0.0,Bluish-Green,0,0,0.0
436,Colombia,175.0,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0.12,Green,0,1,0.0
948,Colombia,1750.0,2011,Caturra,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,7.17,81.42,0.11,Green,0,0,0.0
647,Colombia,1750.0,2013,Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,7.5,82.58,0.11,Blue-Green,0,3,0.0
307,Colombia,1750.0,2013,Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.75,0.0,Blue-Green,0,1,0.0
705,Colombia,1750.0,3T/2011,No informado,No informado,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,7.5,82.42,0.02,No informado,0,1,0.0
392,Colombia,1450.0,2012,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,Green,0,2,0.0
1172,Colombia,1550.0,2013,Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,7.5,79.5,0.0,Green,0,2,0.0
55,Colombia,1800.0,2013,Caturra,Washed / Wet,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,7.92,85.92,0.0,Blue-Green,1,0,0.0
649,Colombia,1750.0,2013,Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,7.42,82.58,0.11,Green,0,0,0.0
665,Colombia,1750.0,2013,Caturra,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,7.5,82.5,0.11,Green,0,1,0.0
402,Colombia,1650.0,2015,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0.11,Green,0,1,0.0
438,Colombia,1700.0,1T/2011,No informado,No informado,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,83.25,0.08,No informado,0,0,0.0
325,Colombia,1750.0,2013,Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,83.67,0.0,Green,0,3,0.0
440,Colombia,1800.0,4T/2010,No informado,No informado,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,83.25,0.04,No informado,0,1,0.0
429,Colombia,1750.0,2013,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,Green,0,1,0.0
833,Colombia,1600.0,4T/2010,No informado,No informado,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.92,0.09,No informado,0,1,0.0
1131,Colombia,,2015,No informado,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,7.42,79.92,0.0,Green,0,1,0.0
361,Colombia,,2014,No informado,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.5,0.0,No informado,1,0,0.0
163,Colombia,1800.0,2015/2016,Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,0.12,Green,1,0,0.0
393,Colombia,,No informado,No informado,No informado,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.1,No informado,1,3,0.0
613,Colombia,,2015,No informado,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,7.42,82.67,0.0,Green,1,9,0.0
200,Colombia,1800.0,2015/2016,Other,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,7.83,84.25,0.12,Green,0,0,0.0
267,Colombia,,2015,No informado,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.92,0.0,No informado,0,0,0.0
268,Colombia,,2014,No informado,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,7.67,83.92,0.0,No informado,1,1,0.0
21,United States,2019.0,2014,Other,Washed / Wet,8.0,8.25,8.08,8.5,8.25,8.0,10.0,10.0,10.0,8.17,87.25,0.0,No informado,0,0,0.0
16,United States,2080.0,2014,Other,Washed / Wet,8.0,8.5,8.58,8.17,8.17,8.0,10.0,10.0,10.0,8.17,87.58,0.0,No informado,0,0,0.0
12,United States,1872.0,2014,Other,Washed / Wet,8.25,8.42,8.17,8.33,8.08,8.17,10.0,10.0,10.0,8.5,87.92,0.0,No informado,0,0,0.0
13,United States,1943.0,2014,Other,Washed / Wet,8.08,8.67,8.33,8.42,8.0,8.08,10.0,10.0,10.0,8.33,87.92,0.0,No informado,0,0,0.0
40,United States,1941.0,2014,Other,Washed / Wet,7.67,8.17,8.0,8.0,8.17,8.08,10.0,10.0,10.0,8.08,86.17,0.0,No informado,0,0,0.0
24,United States,2112.0,2014,Other,Washed / Wet,8.25,8.33,8.17,8.17,7.83,8.17,10.0,10.0,10.0,8.17,87.08,0.0,No informado,0,0,0.0
344,Colombia,1600.0,2014,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.58,0.0,Green,0,0,0.0
249,Colombia,1450.0,2014,Caturra,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,84.0,0.12,Green,0,0,0.0
387,Colombia,1813.0,2014/2015,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,0.12,Green,0,1,0.0
86,Colombia,1550.0,2014,Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,0.12,Green,0,2,0.0
1056,Colombia,1550.0,2014,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,80.67,0.0,No informado,0,1,0.0
427,Colombia,1483.0,2014,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,0.0,Green,0,0,0.0
271,Colombia,1550.0,2014,Caturra,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,83.92,0.12,Green,0,3,0.0
364,Colombia,1650.0,2014,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5,0.0,No informado,2,0,0.0
151,Colombia,1550.0,2013,Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,84.58,0.0,No informado,0,0,0.0
345,Colombia,1550.0,2014,Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,83.58,0.12,Green,0,1,0.0
346,Colombia,1550.0,2014,Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,83.58,0.0,No informado,0,0,0.0
137,Colombia,1550.0,2013,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,0.0,Green,0,0,0.0
371,Guatemala,1524.0,2012,Caturra,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.5,0.1,Green,0,5,0.0
214,Guatemala,1117.0,2016,Caturra,Washed / Wet,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,7.58,84.17,0.11,Green,0,6,0.0
581,Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,7.5,82.75,0.11,Green,0,4,0.0
434,Guatemala,1311.0,2012,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0.11,Green,0,9,0.0
1229,Guatemala,1311.0,2012,Bourbon,Washed / Wet,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,6.5,78.33,0.11,Green,1,4,0.0
150,Guatemala,1219.0,2014,Bourbon,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,84.58,0.09,Green,0,0,0.0
860,Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.75,0.11,Green,0,1,1.0
1004,Guatemala,1219.0,2015,Bourbon,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,81.0,0.11,Green,0,1,0.0
1025,Guatemala,1524.0,2014,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,Green,2,5,0.0
1187,Guatemala,1320.0,2016,Bourbon,Washed / Wet,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,10.0,6.83,79.17,0.11,Green,0,6,8.0
548,Guatemala,1500.0,2014,Caturra,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.92,0.1,Green,0,2,0.0
289,Guatemala,1311.0,2013,Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,7.67,83.83,0.11,Green,0,3,0.0
388,Guatemala,1219.0,2013,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,0.1,Green,0,1,0.0
451,Guatemala,1500.0,2015,Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,Green,0,1,0.0
1057,Guatemala,1550.0,2013,Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0.12,Green,0,5,0.0
84,Guatemala,,2016,Bourbon,No informado,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.25,0.1,Green,0,2,2.0
165,Guatemala,1311.0,2013,Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.5,0.11,Green,0,2,0.0
334,Guatemala,1524.0,2012,Caturra,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,83.67,0.1,Green,0,0,0.0
1176,Guatemala,1219.0,2014,Other,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,6.83,79.42,0.1,Green,1,4,0.0
377,Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.1,Green,0,3,0.0
230,Guatemala,,2012,Catuai,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,84.17,0.11,Bluish-Green,0,2,0.0
561,Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,7.58,82.83,0.11,Green,1,2,1.0
854,Guatemala,1311.0,2013,Bourbon,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,81.83,0.11,Green,0,1,0.0
389,Guatemala,1500.0,2014,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0.1,Green,0,2,0.0
1188,Guatemala,1550.0,2015,Catuai,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,6.83,79.17,0.11,Green,0,6,0.0
718,Guatemala,1524.0,2014,Pacas,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,82.33,0.12,Green,0,3,0.0
1113,Guatemala,1311.0,2012,Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,80.17,0.11,Green,0,5,0.0
278,Guatemala,1500.0,2016,Bourbon,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,7.67,83.83,0.11,Green,0,6,7.0
817,Guatemala,1219.0,2017,Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,81.92,0.11,Green,0,0,2.0
676,Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,82.42,0.1,Green,0,2,1.0
411,Guatemala,1311.0,2013,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.11,Green,0,3,0.0
1141,Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,79.83,0.1,Green,0,2,0.0
196,Guatemala,1099.0,2015,Caturra,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25,0.1,Green,0,1,0.0
1217,Guatemala,1219.0,2014,Other,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10.0,7.17,78.58,0.12,Green,0,3,0.0
1040,Guatemala,1661.0,2015,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,Green,0,1,0.0
727,Guatemala,1753.0,2012,Bourbon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,82.33,0.11,Green,0,3,0.0
730,Guatemala,1311.0,2012,Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,82.33,0.1,Green,2,5,0.0
195,Guatemala,1500.0,2016,Caturra,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.11,Green,0,4,4.0
1284,Guatemala,,2012,Bourbon,Washed / Wet,6.75,6.5,6.17,7.0,7.25,6.75,8.0,10.0,10.0,6.33,74.75,0.11,No informado,0,8,0.0
331,Guatemala,1311.0,2012,Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,83.67,0.11,Green,0,13,0.0
1175,Guatemala,1219.0,2013,Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,Green,0,2,0.0
149,Guatemala,1524.0,2014,Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,84.58,0.11,Green,0,1,0.0
247,Guatemala,1219.0,2014,Bourbon,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,84.0,0.1,Green,0,0,0.0
570,Guatemala,1500.0,2014,Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,82.83,0.1,Green,0,4,0.0
812,Guatemala,,2012,Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.0,0.11,Green,0,3,0.0
169,Guatemala,,2012,Bourbon,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,7.83,84.5,0.11,Green,0,2,0.0
911,Guatemala,1219.0,2017,Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,7.58,81.5,0.1,Green,0,0,0.0
1145,Guatemala,1901.64,2016,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,Green,0,1,4.0
634,Guatemala,1219.0,2017,Bourbon,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,82.58,0.1,Green,0,2,1.0
215,Guatemala,1565.0,2016,Caturra,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,84.17,0.1,Green,0,10,1.0
747,Guatemala,1391.0,2012,Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,0.11,Green,0,2,0.0
1276,Guatemala,,2012,Bourbon,Washed / Wet,6.67,6.5,6.33,7.0,7.17,6.75,8.67,10.0,10.0,6.5,75.58,0.12,No informado,0,10,0.0
821,Guatemala,1550.0,2015,Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,81.92,0.11,Green,0,7,0.0
547,Guatemala,1500.0,2014,Bourbon,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.92,0.1,Green,0,1,0.0
838,Guatemala,1000.0,2015,Bourbon,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,81.83,0.1,Green,2,6,0.0
328,Guatemala,1311.0,2013,Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,83.67,0.11,Green,0,2,0.0
